,height,weight,duration,calorie,Height_meters,calculated_IMC
6591,162.0,56.0,25.0,178.0,1.62,21.338210638622158
6592,184.0,86.0,11.0,46.0,1.84,25.401701323251416
6593,192.0,96.0,20.0,101.0,1.92,26.041666666666668
6594,183.0,89.0,14.0,82.0,1.83,26.575890590940304
6595,189.0,94.0,7.0,20.0,1.89,26.315052770079227
6596,194.0,95.0,7.0,19.0,1.94,25.241789775746625
6597,173.0,80.0,4.0,13.0,1.73,26.729927495071667
6598,170.0,64.0,13.0,68.0,1.7,22.145328719723185
6599,197.0,96.0,4.0,13.0,1.97,24.736530186296992
6600,186.0,92.0,7.0,38.0,1.86,26.59266967279454
6601,167.0,74.0,8.0,18.0,1.67,26.533758829646096
6602,174.0,74.0,3.0,8.0,1.74,24.441802087462015
6603,184.0,86.0,11.0,59.0,1.84,25.401701323251416
6604,159.0,60.0,10.0,46.0,1.59,23.73323840037973
6605,170.0,69.0,9.0,42.0,1.7,23.87543252595156
6606,198.0,97.0,29.0,217.0,1.98,24.742373227221712
6607,161.0,57.0,15.0,75.0,1.61,21.98989236526368
6608,165.0,66.0,12.0,52.0,1.65,24.242424242424246
6609,176.0,78.0,11.0,36.0,1.76,25.180785123966942
6610,192.0,99.0,19.0,94.0,1.92,26.85546875
6611,169.0,64.0,11.0,60.0,1.69,22.40817898532965
6612,166.0,61.0,29.0,183.0,1.66,22.136739730004358
6613,194.0,95.0,2.0,7.0,1.94,25.241789775746625
6614,158.0,56.0,30.0,222.0,1.58,22.432302515622492
6615,170.0,68.0,30.0,224.0,1.7,23.529411764705884
6616,161.0,63.0,26.0,165.0,1.61,24.3046178773967
6617,183.0,83.0,5.0,16.0,1.83,24.78425751739377
6618,170.0,69.0,22.0,132.0,1.7,23.87543252595156
6619,156.0,59.0,20.0,135.0,1.56,24.243918474687703
6620,187.0,84.0,24.0,193.0,1.87,24.021275987303035
6621,184.0,87.0,16.0,87.0,1.84,25.697069943289225
6622,202.0,108.0,18.0,96.0,2.02,26.467993333986865
6623,193.0,96.0,11.0,52.0,1.93,25.77250395983785
6624,162.0,60.0,21.0,140.0,1.62,22.86236854138088
6625,156.0,58.0,8.0,31.0,1.56,23.83300460223537
6626,184.0,78.0,21.0,84.0,1.84,23.03875236294896
6627,155.0,56.0,5.0,19.0,1.55,23.309053069719038
6628,194.0,97.0,16.0,80.0,1.94,25.77319587628866
6629,156.0,57.0,10.0,61.0,1.56,23.422090729783037
6630,187.0,88.0,8.0,41.0,1.87,25.165146272412706
6631,175.0,84.0,20.0,177.0,1.75,27.428571428571427
6632,160.0,60.0,25.0,186.0,1.6,23.437499999999996
6633,163.0,64.0,19.0,113.0,1.63,24.088223117166624
6634,172.0,71.0,26.0,158.0,1.72,23.99945916711736
6635,182.0,81.0,12.0,45.0,1.82,24.453568409612362
6636,189.0,96.0,14.0,75.0,1.89,26.874947509868147
6637,167.0,64.0,20.0,108.0,1.67,22.948115744558788
6638,186.0,81.0,26.0,159.0,1.86,23.413111342351716
6639,202.0,104.0,27.0,201.0,2.02,25.487697284579944
6640,162.0,69.0,8.0,47.0,1.62,26.291723822588015
6641,160.0,60.0,16.0,90.0,1.6,23.437499999999996
6642,174.0,65.0,18.0,104.0,1.74,21.469150482230148
6643,166.0,64.0,2.0,7.0,1.66,23.225431847873423
6644,202.0,99.0,13.0,65.0,2.02,24.26232722282129
6645,178.0,82.0,26.0,170.0,1.78,25.88057063502083
6646,188.0,92.0,13.0,60.0,1.88,26.029877772747852
6647,187.0,90.0,6.0,33.0,1.87,25.737081414967538
6648,181.0,78.0,1.0,5.0,1.81,23.808797045267237
6649,179.0,82.0,15.0,51.0,1.79,25.592209980961893
6650,173.0,69.0,26.0,165.0,1.73,23.054562464499313
6651,190.0,96.0,7.0,29.0,1.9,26.59279778393352
6652,168.0,67.0,16.0,82.0,1.68,23.738662131519277
6653,173.0,72.0,16.0,81.0,1.73,24.0569347455645
6654,165.0,67.0,26.0,167.0,1.65,24.609733700642796
6655,165.0,63.0,24.0,173.0,1.65,23.140495867768596
6656,165.0,58.0,23.0,117.0,1.65,21.30394857667585
6657,196.0,97.0,12.0,57.0,1.96,25.249895876718035
6658,153.0,55.0,26.0,154.0,1.53,23.49523687470631
6659,156.0,57.0,9.0,28.0,1.56,23.422090729783037
6660,153.0,55.0,6.0,28.0,1.53,23.49523687470631
6661,161.0,64.0,8.0,37.0,1.61,24.690405462752206
6662,181.0,81.0,5.0,13.0,1.81,24.724520008546747
6663,159.0,56.0,23.0,155.0,1.59,22.151022507021082
6664,200.0,99.0,5.0,19.0,2.0,24.75
6665,183.0,89.0,22.0,189.0,1.83,26.575890590940304
6666,173.0,67.0,30.0,192.0,1.73,22.386314277122523
6667,177.0,72.0,7.0,27.0,1.77,22.981901752370007
6668,172.0,70.0,5.0,19.0,1.72,23.661438615467823
6669,196.0,102.0,17.0,124.0,1.96,26.55143690129113
6670,163.0,60.0,2.0,9.0,1.63,22.582709172343712
6671,157.0,60.0,5.0,22.0,1.57,24.341758286340216
6672,171.0,67.0,7.0,31.0,1.71,22.91303307000445
6673,158.0,63.0,12.0,60.0,1.58,25.236340330075304
6674,186.0,82.0,30.0,207.0,1.86,23.702162099664697
6675,193.0,90.0,24.0,155.0,1.93,24.161722462347985
6676,162.0,61.0,15.0,87.0,1.62,23.243408017070564
6677,177.0,81.0,9.0,35.0,1.77,25.854639471416256
6678,149.0,47.0,28.0,198.0,1.49,21.170217557767668
6679,175.0,82.0,10.0,37.0,1.75,26.775510204081634
6680,163.0,63.0,24.0,139.0,1.63,23.711844630960897
6681,187.0,89.0,10.0,45.0,1.87,25.45111384369012
6682,195.0,96.0,12.0,61.0,1.95,25.2465483234714
6683,171.0,68.0,4.0,17.0,1.71,23.25501863821347
6684,166.0,59.0,7.0,28.0,1.66,21.410944984758313
6685,180.0,69.0,5.0,21.0,1.8,21.296296296296294
6686,163.0,63.0,30.0,200.0,1.63,23.711844630960897
6687,181.0,73.0,20.0,104.0,1.81,22.282592106468055
6688,153.0,56.0,12.0,59.0,1.53,23.92242299970097
6689,161.0,61.0,25.0,127.0,1.61,23.533042706685695
6690,189.0,85.0,21.0,111.0,1.89,23.79552644102909
6691,178.0,74.0,20.0,115.0,1.78,23.355636914530994
6692,180.0,85.0,14.0,37.0,1.8,26.234567901234566
6693,178.0,81.0,25.0,153.0,1.78,25.5649539199596
6694,158.0,57.0,6.0,28.0,1.58,22.832879346258608
6695,167.0,70.0,4.0,14.0,1.67,25.099501595611173
6696,198.0,93.0,25.0,176.0,1.98,23.72206917661463
6697,173.0,71.0,19.0,105.0,1.73,23.722810651876106
6698,169.0,66.0,13.0,71.0,1.69,23.1084345786212
6699,175.0,68.0,14.0,61.0,1.75,22.20408163265306
6700,157.0,54.0,16.0,84.0,1.57,21.907582457706194
6701,152.0,51.0,19.0,105.0,1.52,22.07409972299169
6702,163.0,57.0,19.0,94.0,1.63,21.453573713726524
6703,196.0,100.0,20.0,83.0,1.96,26.030820491461892
6704,186.0,84.0,16.0,77.0,1.86,24.280263614290668
6705,193.0,97.0,30.0,230.0,1.93,26.040967542752828
6706,163.0,60.0,29.0,179.0,1.63,22.582709172343712
6707,164.0,57.0,18.0,101.0,1.64,21.192742415229034
6708,172.0,67.0,7.0,27.0,1.72,22.647376960519203
6709,162.0,61.0,26.0,161.0,1.62,23.243408017070564
6710,176.0,68.0,13.0,57.0,1.76,21.952479338842977
6711,218.0,132.0,1.0,5.0,2.18,27.77543977779648
6712,176.0,69.0,26.0,172.0,1.76,22.275309917355372
6713,196.0,96.0,27.0,169.0,1.96,24.989587671803417
6714,180.0,76.0,26.0,193.0,1.8,23.456790123456788
6715,193.0,89.0,8.0,27.0,1.93,23.893258879433006
6716,176.0,70.0,4.0,18.0,1.76,22.59814049586777
6717,176.0,69.0,8.0,40.0,1.76,22.275309917355372
6718,170.0,77.0,22.0,202.0,1.7,26.643598615916957
6719,186.0,90.0,16.0,74.0,1.86,26.014568158168572
6720,176.0,80.0,16.0,85.0,1.76,25.826446280991735
6721,181.0,75.0,8.0,35.0,1.81,22.89307408198773
6722,165.0,62.0,16.0,96.0,1.65,22.77318640955005
6723,184.0,91.0,27.0,203.0,1.84,26.878544423440452
6724,174.0,72.0,24.0,126.0,1.74,23.781212841854934
6725,172.0,71.0,17.0,91.0,1.72,23.99945916711736
6726,168.0,61.0,2.0,9.0,1.68,21.612811791383223
6727,177.0,78.0,22.0,109.0,1.77,24.897060231734173
6728,170.0,70.0,2.0,7.0,1.7,24.221453287197235
6729,182.0,79.0,26.0,152.0,1.82,23.849776597029344
6730,187.0,84.0,6.0,9.0,1.87,24.021275987303035
6731,166.0,68.0,5.0,23.0,1.66,24.677021338365513
6732,187.0,89.0,4.0,6.0,1.87,25.45111384369012
6733,167.0,70.0,8.0,32.0,1.67,25.099501595611173
6734,155.0,56.0,16.0,67.0,1.55,23.309053069719038
6735,177.0,75.0,16.0,84.0,1.77,23.93948099205209
6736,158.0,58.0,11.0,37.0,1.58,23.233456176894723
6737,166.0,60.0,28.0,174.0,1.66,21.773842357381334
6738,153.0,55.0,12.0,49.0,1.53,23.49523687470631
6739,185.0,91.0,12.0,76.0,1.85,26.588750913075234
6740,171.0,65.0,13.0,59.0,1.71,22.229061933586404
6741,194.0,94.0,17.0,83.0,1.94,24.97608672547561
6742,212.0,112.0,12.0,64.0,2.12,24.919900320398714
6743,166.0,63.0,2.0,7.0,1.66,22.8625344752504
6744,162.0,58.0,1.0,4.0,1.62,22.10028959000152
6745,185.0,85.0,7.0,20.0,1.85,24.835646457268076
6746,200.0,99.0,13.0,55.0,2.0,24.75
6747,162.0,57.0,24.0,133.0,1.62,21.719250114311837
6748,189.0,87.0,26.0,184.0,1.89,24.355421180818006
6749,166.0,58.0,15.0,84.0,1.66,21.04804761213529
6750,161.0,56.0,15.0,76.0,1.61,21.60410477990818
6751,190.0,99.0,5.0,27.0,1.9,27.423822714681442
6752,163.0,67.0,20.0,118.0,1.63,25.21735857578381
6753,189.0,84.0,7.0,19.0,1.89,23.515579071134628
6754,154.0,56.0,28.0,173.0,1.54,23.61275088547816
6755,161.0,54.0,10.0,46.0,1.61,20.832529609197174
6756,158.0,61.0,27.0,187.0,1.58,24.435186668803073
6757,153.0,52.0,17.0,110.0,1.53,22.21367849972233
6758,165.0,67.0,6.0,30.0,1.65,24.609733700642796
6759,148.0,55.0,24.0,166.0,1.48,25.10956902848795
6760,173.0,77.0,4.0,11.0,1.73,25.727555214006482
6761,193.0,101.0,10.0,42.0,1.93,27.114821874412737
6762,195.0,96.0,16.0,94.0,1.95,25.2465483234714
6763,183.0,87.0,26.0,212.0,1.83,25.97867956642479
6764,199.0,103.0,10.0,45.0,1.99,26.009444205954395
6765,170.0,59.0,29.0,164.0,1.7,20.41522491349481
6766,170.0,68.0,19.0,113.0,1.7,23.529411764705884
6767,173.0,67.0,24.0,146.0,1.73,22.386314277122523
6768,189.0,93.0,9.0,44.0,1.89,26.035105400184765
6769,192.0,92.0,21.0,132.0,1.92,24.95659722222222
6770,179.0,85.0,6.0,21.0,1.79,26.528510346119035
6771,172.0,63.0,20.0,97.0,1.72,21.29529475392104
6772,167.0,67.0,3.0,11.0,1.67,24.023808670084982
6773,177.0,87.0,29.0,230.0,1.77,27.769797950780426
6774,188.0,93.0,29.0,220.0,1.88,26.312811226799457
6775,187.0,86.0,4.0,11.0,1.87,24.59321112985787
6776,169.0,66.0,28.0,190.0,1.69,23.1084345786212
6777,166.0,61.0,20.0,108.0,1.66,22.136739730004358
6778,182.0,79.0,27.0,167.0,1.82,23.849776597029344
6779,192.0,88.0,22.0,128.0,1.92,23.87152777777778
6780,179.0,82.0,11.0,49.0,1.79,25.592209980961893
6781,172.0,68.0,21.0,136.0,1.72,22.985397512168742
6782,155.0,58.0,26.0,200.0,1.55,24.141519250780433
6783,162.0,58.0,1.0,5.0,1.62,22.10028959000152
6784,160.0,59.0,6.0,20.0,1.6,23.046874999999996
6785,170.0,69.0,27.0,198.0,1.7,23.87543252595156
6786,174.0,73.0,10.0,45.0,1.74,24.111507464658473
6787,146.0,53.0,7.0,35.0,1.46,24.86395196096829
6788,152.0,52.0,24.0,141.0,1.52,22.506925207756233
6789,150.0,53.0,23.0,133.0,1.5,23.555555555555557
6790,187.0,90.0,14.0,79.0,1.87,25.737081414967538
6791,200.0,103.0,17.0,102.0,2.0,25.75
6792,190.0,88.0,18.0,79.0,1.9,24.37673130193906
6793,169.0,69.0,23.0,150.0,1.69,24.158817968558527
6794,173.0,79.0,2.0,3.0,1.73,26.395803401383272
6795,177.0,74.0,6.0,26.0,1.77,23.620287912158062
6796,186.0,84.0,10.0,30.0,1.86,24.280263614290668
6797,181.0,79.0,25.0,138.0,1.81,24.114038033027075
6798,196.0,96.0,29.0,219.0,1.96,24.989587671803417
6799,162.0,62.0,14.0,65.0,1.62,23.624447492760247
6800,194.0,92.0,15.0,96.0,1.94,24.444680624933575
6801,194.0,93.0,28.0,184.0,1.94,24.710383675204593
6802,156.0,61.0,20.0,102.0,1.56,25.06574621959237
6803,173.0,68.0,9.0,36.0,1.73,22.720438370810918
6804,148.0,49.0,19.0,116.0,1.48,22.37034331628926
6805,183.0,86.0,26.0,165.0,1.83,25.680074054167036
6806,160.0,61.0,8.0,39.0,1.6,23.828124999999996
6807,181.0,79.0,1.0,3.0,1.81,24.114038033027075
6808,203.0,107.0,7.0,40.0,2.03,25.965201776311005
6809,161.0,63.0,13.0,55.0,1.61,24.3046178773967
6810,168.0,64.0,27.0,175.0,1.68,22.67573696145125
6811,167.0,67.0,21.0,102.0,1.67,24.023808670084982
6812,169.0,69.0,19.0,67.0,1.69,24.158817968558527
6813,192.0,91.0,4.0,18.0,1.92,24.68532986111111
6814,184.0,83.0,30.0,217.0,1.84,24.515595463137995
6815,175.0,74.0,28.0,215.0,1.75,24.163265306122447
6816,173.0,66.0,4.0,20.0,1.73,22.052190183434128
6817,168.0,70.0,6.0,18.0,1.68,24.801587301587304
6818,204.0,109.0,29.0,261.0,2.04,26.191849288735103
6819,165.0,63.0,21.0,108.0,1.65,23.140495867768596
6820,173.0,72.0,28.0,189.0,1.73,24.0569347455645
6821,171.0,71.0,29.0,188.0,1.71,24.280975342840534
6822,179.0,77.0,19.0,82.0,1.79,24.031709372366656
6823,171.0,69.0,12.0,55.0,1.71,23.59700420642249
6824,183.0,85.0,27.0,161.0,1.83,25.381468541909282
6825,166.0,72.0,11.0,36.0,1.66,26.1286108288576
6826,206.0,113.0,14.0,79.0,2.06,26.628334433028563
6827,179.0,81.0,19.0,116.0,1.79,25.280109859242845
6828,184.0,81.0,2.0,7.0,1.84,23.92485822306238
6829,156.0,59.0,29.0,231.0,1.56,24.243918474687703
6830,189.0,85.0,3.0,12.0,1.89,23.79552644102909
6831,174.0,75.0,29.0,202.0,1.74,24.772096710265558
6832,170.0,63.0,10.0,46.0,1.7,21.79930795847751
6833,170.0,78.0,13.0,72.0,1.7,26.989619377162633
6834,175.0,74.0,8.0,29.0,1.75,24.163265306122447
6835,137.0,47.0,22.0,142.0,1.37,25.041291491288824
6836,162.0,60.0,21.0,121.0,1.62,22.86236854138088
6837,179.0,84.0,17.0,88.0,1.79,26.216410224399986
6838,191.0,98.0,27.0,228.0,1.91,26.863298703434666
6839,181.0,79.0,28.0,186.0,1.81,24.114038033027075
6840,160.0,59.0,21.0,138.0,1.6,23.046874999999996
6841,173.0,71.0,29.0,188.0,1.73,23.722810651876106
6842,165.0,63.0,12.0,42.0,1.65,23.140495867768596
6843,164.0,59.0,28.0,184.0,1.64,21.936347412254616
6844,189.0,85.0,11.0,44.0,1.89,23.79552644102909
6845,196.0,102.0,2.0,4.0,1.96,26.55143690129113
6846,180.0,80.0,2.0,4.0,1.8,24.691358024691358
6847,161.0,57.0,25.0,175.0,1.61,21.98989236526368
6848,161.0,58.0,2.0,6.0,1.61,22.375679950619187
6849,176.0,72.0,12.0,28.0,1.76,23.243801652892564
6850,164.0,67.0,17.0,100.0,1.64,24.910767400356935
6851,170.0,63.0,16.0,97.0,1.7,21.79930795847751
6852,160.0,56.0,15.0,80.0,1.6,21.874999999999996
6853,183.0,82.0,30.0,200.0,1.83,24.48565200513601
6854,182.0,85.0,26.0,203.0,1.82,25.661152034778407
6855,167.0,65.0,12.0,38.0,1.67,23.306680053067517
6856,182.0,84.0,7.0,33.0,1.82,25.359256128486894
6857,174.0,69.0,14.0,54.0,1.74,22.79032897344431
6858,175.0,77.0,26.0,127.0,1.75,25.142857142857142
6859,163.0,65.0,26.0,190.0,1.63,24.46460160337235
6860,177.0,68.0,30.0,155.0,1.77,21.705129432793896
6861,165.0,64.0,16.0,85.0,1.65,23.507805325987146
6862,171.0,79.0,13.0,79.0,1.71,27.01685988851271
6863,187.0,87.0,2.0,4.0,1.87,24.879178701135288
6864,164.0,67.0,18.0,88.0,1.64,24.910767400356935
6865,186.0,89.0,9.0,36.0,1.86,25.725517400855587
6866,177.0,80.0,23.0,152.0,1.77,25.53544639152223
6867,172.0,74.0,14.0,69.0,1.72,25.013520822065985
6868,148.0,45.0,23.0,149.0,1.48,20.54419284149014
6869,193.0,88.0,19.0,84.0,1.93,23.624795296518027
6870,161.0,63.0,16.0,80.0,1.61,24.3046178773967
6871,164.0,64.0,9.0,46.0,1.64,23.795359904818564
6872,152.0,56.0,24.0,135.0,1.52,24.238227146814403
6873,145.0,49.0,4.0,17.0,1.45,23.305588585017837
6874,173.0,69.0,10.0,46.0,1.73,23.054562464499313
6875,179.0,82.0,29.0,202.0,1.79,25.592209980961893
6876,203.0,104.0,3.0,12.0,2.03,25.237205464825653
6877,190.0,94.0,19.0,116.0,1.9,26.038781163434905
6878,160.0,60.0,21.0,150.0,1.6,23.437499999999996
6879,162.0,59.0,4.0,13.0,1.62,22.481329065691202
6880,170.0,72.0,2.0,6.0,1.7,24.913494809688583
6881,172.0,65.0,4.0,15.0,1.72,21.971335857220122
6882,172.0,73.0,22.0,114.0,1.72,24.675500270416443
6883,185.0,84.0,12.0,68.0,1.85,24.543462381300216
6884,172.0,73.0,3.0,12.0,1.72,24.675500270416443
6885,165.0,66.0,13.0,82.0,1.65,24.242424242424246
6886,173.0,66.0,11.0,45.0,1.73,22.052190183434128
6887,165.0,61.0,27.0,174.0,1.65,22.4058769513315
6888,152.0,53.0,11.0,52.0,1.52,22.939750692520775
6889,189.0,86.0,5.0,16.0,1.89,24.075473810923548
6890,192.0,89.0,5.0,23.0,1.92,24.14279513888889
6891,187.0,87.0,19.0,100.0,1.87,24.879178701135288
6892,149.0,54.0,21.0,142.0,1.49,24.32322868339264
6893,184.0,71.0,5.0,21.0,1.84,20.97117202268431
6894,163.0,65.0,11.0,57.0,1.63,24.46460160337235
6895,169.0,62.0,11.0,35.0,1.69,21.707923392038097
6896,178.0,80.0,24.0,129.0,1.78,25.24933720489837
6897,178.0,73.0,23.0,134.0,1.78,23.04002019946976
6898,181.0,79.0,18.0,59.0,1.81,24.114038033027075
6899,178.0,76.0,25.0,131.0,1.78,23.98687034465345
6900,175.0,69.0,2.0,7.0,1.75,22.53061224489796
6901,175.0,79.0,12.0,35.0,1.75,25.79591836734694
6902,174.0,81.0,27.0,198.0,1.74,26.7538644470868
6903,183.0,90.0,17.0,125.0,1.83,26.874496103198062
6904,170.0,67.0,3.0,9.0,1.7,23.18339100346021
6905,179.0,81.0,6.0,19.0,1.79,25.280109859242845
6906,196.0,100.0,12.0,67.0,1.96,26.030820491461892
6907,164.0,67.0,19.0,105.0,1.64,24.910767400356935
6908,186.0,85.0,20.0,104.0,1.86,24.56931437160365
6909,173.0,64.0,7.0,24.0,1.73,21.383941996057334
6910,198.0,104.0,26.0,161.0,1.98,26.527905315784103
6911,194.0,101.0,20.0,146.0,1.94,26.83600807737273
6912,163.0,62.0,19.0,109.0,1.63,23.335466144755166
6913,190.0,92.0,27.0,200.0,1.9,25.48476454293629
6914,154.0,57.0,23.0,139.0,1.54,24.034407151290267
6915,149.0,55.0,26.0,188.0,1.49,24.77365884419621
6916,160.0,56.0,28.0,182.0,1.6,21.874999999999996
6917,169.0,61.0,20.0,126.0,1.69,21.35779559539232
6918,166.0,60.0,7.0,34.0,1.66,21.773842357381334
6919,170.0,70.0,21.0,101.0,1.7,24.221453287197235
6920,178.0,76.0,28.0,152.0,1.78,23.98687034465345
6921,191.0,91.0,2.0,9.0,1.91,24.94449165318933
6922,176.0,70.0,15.0,83.0,1.76,22.59814049586777
6923,188.0,92.0,27.0,157.0,1.88,26.029877772747852
6924,186.0,82.0,11.0,39.0,1.86,23.702162099664697
6925,194.0,94.0,8.0,22.0,1.94,24.97608672547561
6926,153.0,49.0,25.0,173.0,1.53,20.932120124738347
6927,180.0,79.0,4.0,10.0,1.8,24.382716049382715
6928,167.0,59.0,2.0,8.0,1.67,21.15529420201513
6929,170.0,75.0,23.0,180.0,1.7,25.95155709342561
6930,162.0,66.0,10.0,43.0,1.62,25.14860539551897
6931,180.0,82.0,10.0,28.0,1.8,25.30864197530864
6932,184.0,78.0,15.0,73.0,1.84,23.03875236294896
6933,171.0,60.0,27.0,159.0,1.71,20.519134092541297
6934,152.0,52.0,6.0,25.0,1.52,22.506925207756233
6935,159.0,57.0,12.0,60.0,1.59,22.54657648036074
6936,165.0,70.0,25.0,149.0,1.65,25.71166207529844
6937,153.0,52.0,4.0,20.0,1.53,22.21367849972233
6938,177.0,76.0,4.0,15.0,1.77,24.258674071946118
6939,173.0,79.0,29.0,184.0,1.73,26.395803401383272
6940,168.0,66.0,28.0,178.0,1.68,23.384353741496604
6941,178.0,76.0,14.0,56.0,1.78,23.98687034465345
6942,203.0,111.0,16.0,98.0,2.03,26.935863524958148
6943,185.0,88.0,19.0,92.0,1.85,25.712198685171657
6944,163.0,62.0,19.0,129.0,1.63,23.335466144755166
6945,156.0,56.0,7.0,32.0,1.56,23.011176857330703
6946,188.0,93.0,21.0,132.0,1.88,26.312811226799457
6947,187.0,87.0,25.0,195.0,1.87,24.879178701135288
6948,197.0,96.0,8.0,29.0,1.97,24.736530186296992
6949,160.0,56.0,25.0,149.0,1.6,21.874999999999996
6950,191.0,88.0,16.0,85.0,1.91,24.12214577451276
6951,204.0,101.0,6.0,20.0,2.04,24.269511726259132
6952,177.0,81.0,5.0,9.0,1.77,25.854639471416256
6953,172.0,68.0,25.0,162.0,1.72,22.985397512168742
6954,168.0,63.0,10.0,50.0,1.68,22.321428571428577
6955,158.0,60.0,24.0,144.0,1.58,24.034609838166958
6956,181.0,75.0,18.0,89.0,1.81,22.89307408198773
6957,188.0,90.0,8.0,37.0,1.88,25.46401086464464
6958,166.0,58.0,20.0,123.0,1.66,21.04804761213529
6959,179.0,76.0,17.0,115.0,1.79,23.719609250647608
6960,191.0,98.0,29.0,252.0,1.91,26.863298703434666
6961,149.0,49.0,6.0,26.0,1.49,22.071077879374805
6962,186.0,93.0,25.0,137.0,1.86,26.881720430107524
6963,135.0,45.0,6.0,23.0,1.35,24.691358024691354
6964,174.0,74.0,6.0,24.0,1.74,24.441802087462015
6965,175.0,72.0,14.0,69.0,1.75,23.510204081632654
6966,181.0,82.0,5.0,22.0,1.81,25.029760996306585
6967,193.0,99.0,6.0,30.0,1.93,26.577894708582782
6968,192.0,92.0,27.0,155.0,1.92,24.95659722222222
6969,188.0,85.0,6.0,27.0,1.88,24.049343594386603
6970,201.0,103.0,7.0,41.0,2.01,25.494418454988743
6971,163.0,60.0,13.0,58.0,1.63,22.582709172343712
6972,157.0,65.0,23.0,176.0,1.57,26.370238143535232
6973,197.0,105.0,21.0,116.0,1.97,27.055579891262337
6974,173.0,76.0,17.0,92.0,1.73,25.393431120318084
6975,172.0,73.0,24.0,147.0,1.72,24.675500270416443
6976,176.0,70.0,18.0,92.0,1.76,22.59814049586777
6977,195.0,100.0,24.0,166.0,1.95,26.298487836949377
6978,157.0,56.0,3.0,14.0,1.57,22.7189744005842
6979,180.0,86.0,30.0,272.0,1.8,26.54320987654321
6980,150.0,50.0,1.0,4.0,1.5,22.22222222222222
6981,155.0,57.0,25.0,143.0,1.55,23.725286160249738
6982,183.0,87.0,9.0,40.0,1.83,25.97867956642479
6983,147.0,49.0,11.0,44.0,1.47,22.67573696145125
6984,176.0,77.0,9.0,24.0,1.76,24.857954545454547
6985,186.0,87.0,25.0,190.0,1.86,25.14741588622962
6986,163.0,63.0,24.0,132.0,1.63,23.711844630960897
6987,178.0,80.0,19.0,79.0,1.78,25.24933720489837
6988,181.0,82.0,16.0,69.0,1.81,25.029760996306585
6989,177.0,76.0,1.0,4.0,1.77,24.258674071946118
6990,169.0,67.0,21.0,117.0,1.69,23.458562375266975
6991,189.0,94.0,7.0,43.0,1.89,26.315052770079227
6992,160.0,55.0,10.0,52.0,1.6,21.484374999999996
6993,163.0,60.0,28.0,186.0,1.63,22.582709172343712
6994,185.0,84.0,26.0,148.0,1.85,24.543462381300216
6995,183.0,88.0,22.0,148.0,1.83,26.27728507868255
6996,191.0,97.0,15.0,111.0,1.91,26.589183410542475
6997,191.0,92.0,9.0,48.0,1.91,25.218606946081522
6998,194.0,106.0,8.0,36.0,1.94,28.164523328727814
6999,162.0,65.0,3.0,12.0,1.62,24.76756591982929
7000,185.0,90.0,15.0,92.0,1.85,26.296566837107374
7001,203.0,107.0,22.0,140.0,2.03,25.965201776311005
7002,177.0,82.0,6.0,26.0,1.77,26.173832551310287
7003,171.0,66.0,19.0,126.0,1.71,22.571047501795427
7004,145.0,52.0,14.0,83.0,1.45,24.732461355529132
7005,161.0,65.0,6.0,27.0,1.61,25.076193048107708
7006,154.0,55.0,7.0,33.0,1.54,23.19109461966605
7007,183.0,80.0,24.0,181.0,1.83,23.888440980620498
7008,192.0,94.0,18.0,79.0,1.92,25.499131944444446
7009,186.0,89.0,9.0,39.0,1.86,25.725517400855587
7010,195.0,101.0,7.0,41.0,1.95,26.56147271531887
7011,173.0,70.0,4.0,15.0,1.73,23.38868655818771
7012,184.0,74.0,15.0,71.0,1.84,21.85727788279773
7013,189.0,90.0,18.0,112.0,1.89,25.195263290501387
7014,168.0,66.0,23.0,131.0,1.68,23.384353741496604
7015,177.0,73.0,27.0,207.0,1.77,23.301094832264035
7016,153.0,57.0,2.0,9.0,1.53,24.34960912469563
7017,182.0,79.0,6.0,8.0,1.82,23.849776597029344
7018,178.0,71.0,29.0,198.0,1.78,22.408786769347305
7019,188.0,95.0,11.0,67.0,1.88,26.87867813490267
7020,187.0,89.0,20.0,141.0,1.87,25.45111384369012
7021,169.0,69.0,12.0,64.0,1.69,24.158817968558527
7022,175.0,72.0,22.0,91.0,1.75,23.510204081632654
7023,182.0,88.0,6.0,22.0,1.82,26.56683975365294
7024,193.0,93.0,23.0,159.0,1.93,24.967113211092915
7025,195.0,99.0,7.0,39.0,1.95,26.035502958579883
7026,164.0,61.0,14.0,87.0,1.64,22.679952409280194
7027,154.0,52.0,26.0,142.0,1.54,21.926125822229718
7028,165.0,64.0,9.0,41.0,1.65,23.507805325987146
7029,170.0,70.0,21.0,96.0,1.7,24.221453287197235
7030,178.0,75.0,1.0,4.0,1.78,23.671253629592222
7031,150.0,56.0,19.0,102.0,1.5,24.88888888888889
7032,168.0,64.0,24.0,144.0,1.68,22.67573696145125
7033,174.0,69.0,27.0,186.0,1.74,22.79032897344431
7034,166.0,66.0,18.0,85.0,1.66,23.95122659311947
7035,191.0,89.0,5.0,15.0,1.91,24.39626106740495
7036,188.0,83.0,24.0,129.0,1.88,23.48347668628339
7037,166.0,61.0,23.0,129.0,1.66,22.136739730004358
7038,152.0,55.0,14.0,67.0,1.52,23.80540166204986
7039,169.0,65.0,2.0,8.0,1.69,22.758306781975424
7040,179.0,80.0,18.0,90.0,1.79,24.968009737523797
7041,179.0,82.0,6.0,19.0,1.79,25.592209980961893
