,age,height,weight,duration,heart_rate,body_temp,calorie,female,male,Height_meters,calculated_IMC
8437,67,160.0,61.0,5.0,79.0,38.9,20.0,1,0,1.6,23.828124999999996
8438,33,179.0,82.0,10.0,91.0,39.7,43.0,1,0,1.79,25.592209980961893
8439,35,203.0,109.0,12.0,94.0,40.1,61.0,0,1,2.03,26.450532650634578
8440,37,195.0,97.0,18.0,97.0,40.4,96.0,0,1,1.95,25.509533201840895
8441,78,166.0,65.0,12.0,94.0,39.9,68.0,1,0,1.66,23.588329220496444
8442,25,167.0,60.0,4.0,92.0,39.0,18.0,1,0,1.67,21.513858510523864
8443,58,159.0,52.0,16.0,96.0,40.5,91.0,1,0,1.59,20.56880661366243
8444,23,184.0,82.0,17.0,87.0,40.4,48.0,0,1,1.84,24.22022684310019
8445,63,199.0,105.0,2.0,74.0,38.5,7.0,0,1,1.99,26.514481957526325
8446,56,185.0,85.0,19.0,95.0,40.4,108.0,0,1,1.85,24.835646457268076
8447,50,183.0,89.0,23.0,96.0,40.4,130.0,0,1,1.83,26.575890590940304
8448,32,160.0,54.0,2.0,87.0,38.3,8.0,1,0,1.6,21.093749999999996
8449,28,155.0,54.0,11.0,87.0,40.2,46.0,1,0,1.55,22.476586888657646
8450,20,156.0,53.0,28.0,102.0,41.0,158.0,1,0,1.56,21.7784352399737
8451,20,189.0,89.0,6.0,82.0,39.4,12.0,0,1,1.89,24.915315920606925
8452,73,157.0,62.0,11.0,98.0,40.2,66.0,1,0,1.57,25.153150229218223
8453,37,189.0,88.0,5.0,88.0,38.9,19.0,0,1,1.89,24.635368550712467
8454,59,157.0,57.0,26.0,101.0,40.6,161.0,1,0,1.57,23.124670372023203
8455,54,161.0,64.0,21.0,95.0,40.7,112.0,1,0,1.61,24.690405462752206
8456,27,156.0,62.0,19.0,103.0,40.3,109.0,1,0,1.56,25.476660092044707
8457,51,172.0,72.0,14.0,102.0,40.5,87.0,0,1,1.72,24.337479718766904
8458,28,183.0,87.0,15.0,100.0,40.3,77.0,0,1,1.83,25.97867956642479
8459,70,162.0,63.0,27.0,98.0,41.0,161.0,1,0,1.62,24.005486968449926
8460,20,192.0,87.0,3.0,89.0,38.7,9.0,0,1,1.92,23.600260416666668
8461,71,164.0,64.0,14.0,94.0,40.4,78.0,1,0,1.64,23.795359904818564
8462,24,178.0,82.0,12.0,94.0,40.1,47.0,0,1,1.78,25.88057063502083
8463,36,171.0,64.0,9.0,90.0,39.8,41.0,1,0,1.71,21.887076365377382
8464,33,175.0,70.0,21.0,104.0,40.6,123.0,1,0,1.75,22.857142857142858
8465,30,159.0,53.0,10.0,95.0,39.7,51.0,1,0,1.59,20.964360587002094
8466,23,166.0,68.0,4.0,77.0,39.0,11.0,1,0,1.66,24.677021338365513
8467,38,162.0,62.0,20.0,94.0,40.3,100.0,1,0,1.62,23.624447492760247
8468,29,189.0,94.0,6.0,95.0,39.3,28.0,0,1,1.89,26.315052770079227
8469,36,176.0,74.0,23.0,108.0,40.8,145.0,1,0,1.76,23.889462809917354
8470,74,177.0,81.0,28.0,112.0,40.9,253.0,0,1,1.77,25.854639471416256
8471,66,172.0,71.0,25.0,99.0,41.0,147.0,1,0,1.72,23.99945916711736
8472,37,149.0,51.0,6.0,93.0,39.3,30.0,1,0,1.49,22.97193820098194
8473,66,154.0,56.0,23.0,106.0,40.8,158.0,1,0,1.54,23.61275088547816
8474,51,185.0,94.0,24.0,96.0,40.7,139.0,0,1,1.85,27.465303140978815
8475,40,172.0,69.0,5.0,89.0,39.0,22.0,1,0,1.72,23.323418063818284
8476,26,158.0,55.0,19.0,98.0,40.1,101.0,1,0,1.58,22.031725684986377
8477,29,182.0,76.0,5.0,86.0,39.1,19.0,1,0,1.82,22.944088878154812
8478,25,161.0,60.0,2.0,78.0,38.4,6.0,1,0,1.61,23.147255121330193
8479,28,163.0,62.0,19.0,93.0,40.4,89.0,1,0,1.63,23.335466144755166
8480,51,178.0,88.0,12.0,92.0,40.2,61.0,0,1,1.78,27.77427092538821
8481,31,191.0,93.0,14.0,94.0,40.1,63.0,0,1,1.91,25.492722238973712
8482,36,181.0,76.0,4.0,77.0,39.1,12.0,1,0,1.81,23.198315069747565
8483,65,192.0,91.0,23.0,108.0,40.7,189.0,0,1,1.92,24.68532986111111
8484,74,175.0,75.0,13.0,87.0,40.1,61.0,1,0,1.75,24.489795918367346
8485,36,156.0,57.0,13.0,98.0,40.3,71.0,1,0,1.56,23.422090729783037
8486,21,160.0,56.0,9.0,86.0,39.9,35.0,1,0,1.6,21.874999999999996
8487,42,172.0,69.0,30.0,108.0,41.0,194.0,1,0,1.72,23.323418063818284
8488,41,184.0,91.0,23.0,113.0,40.4,180.0,0,1,1.84,26.878544423440452
8489,29,157.0,53.0,2.0,84.0,38.3,8.0,1,0,1.57,21.50188648626719
8490,24,177.0,79.0,28.0,104.0,40.7,151.0,0,1,1.77,25.2162533116282
8491,41,158.0,59.0,20.0,98.0,40.6,110.0,1,0,1.58,23.634033007530842
8492,44,183.0,88.0,8.0,88.0,39.5,33.0,0,1,1.83,26.27728507868255
8493,66,197.0,101.0,7.0,81.0,39.3,31.0,0,1,1.97,26.02489113349996
8494,74,162.0,63.0,3.0,84.0,39.2,14.0,1,0,1.62,24.005486968449926
8495,54,201.0,109.0,27.0,106.0,40.9,210.0,0,1,2.01,26.979530209648285
8496,20,179.0,78.0,4.0,85.0,38.6,9.0,0,1,1.79,24.343809494085704
8497,56,200.0,101.0,28.0,112.0,40.9,241.0,0,1,2.0,25.25
8498,64,158.0,57.0,4.0,83.0,38.7,17.0,1,0,1.58,22.832879346258608
8499,31,147.0,48.0,17.0,91.0,40.5,81.0,1,0,1.47,22.212966819380814
8500,29,178.0,68.0,5.0,77.0,39.2,15.0,1,0,1.78,21.461936624163616
8501,28,154.0,54.0,14.0,93.0,40.2,67.0,1,0,1.54,22.76943835385394
8502,29,182.0,84.0,19.0,101.0,40.4,100.0,0,1,1.82,25.359256128486894
8503,56,170.0,76.0,7.0,87.0,39.3,31.0,1,0,1.7,26.29757785467128
8504,78,193.0,94.0,17.0,97.0,40.3,123.0,0,1,1.93,25.235576794007894
8505,35,153.0,57.0,29.0,114.0,40.8,207.0,1,0,1.53,24.34960912469563
8506,60,170.0,71.0,3.0,82.0,38.1,12.0,1,0,1.7,24.56747404844291
8507,23,171.0,67.0,25.0,112.0,40.5,165.0,1,0,1.71,22.91303307000445
8508,25,191.0,85.0,25.0,105.0,40.7,143.0,0,1,1.91,23.299799895836188
8509,54,170.0,70.0,6.0,84.0,39.2,25.0,1,0,1.7,24.221453287197235
8510,32,168.0,64.0,18.0,96.0,40.5,91.0,1,0,1.68,22.67573696145125
8511,52,172.0,82.0,29.0,111.0,40.9,228.0,0,1,1.72,27.717685235262305
8512,42,157.0,55.0,14.0,91.0,40.6,68.0,1,0,1.57,22.313278429145196
8513,38,179.0,86.0,15.0,108.0,40.3,102.0,0,1,1.79,26.840610467838083
8514,53,155.0,55.0,24.0,103.0,40.6,152.0,1,0,1.55,22.892819979188342
8515,43,161.0,63.0,19.0,101.0,40.3,110.0,1,0,1.61,24.3046178773967
8516,25,184.0,82.0,20.0,93.0,40.8,88.0,1,0,1.84,24.22022684310019
8517,64,188.0,93.0,18.0,102.0,40.2,132.0,0,1,1.88,26.312811226799457
8518,46,163.0,60.0,11.0,93.0,39.9,56.0,1,0,1.63,22.582709172343712
8519,21,176.0,68.0,21.0,105.0,39.9,121.0,1,0,1.76,21.952479338842977
8520,65,199.0,99.0,26.0,107.0,40.8,214.0,0,1,1.99,24.999368702810536
8521,23,173.0,74.0,24.0,93.0,40.6,85.0,0,1,1.73,24.725182932941294
8522,37,176.0,83.0,3.0,88.0,38.6,11.0,0,1,1.76,26.794938016528928
8523,31,145.0,52.0,9.0,84.0,39.8,35.0,1,0,1.45,24.732461355529132
8524,38,144.0,48.0,17.0,98.0,40.1,95.0,1,0,1.44,23.14814814814815
8525,58,175.0,80.0,14.0,93.0,40.1,75.0,0,1,1.75,26.122448979591837
8526,53,177.0,80.0,15.0,98.0,40.0,88.0,0,1,1.77,25.53544639152223
8527,71,210.0,121.0,25.0,111.0,40.6,240.0,0,1,2.1,27.43764172335601
8528,26,160.0,58.0,14.0,95.0,39.9,69.0,1,0,1.6,22.656249999999996
8529,48,173.0,75.0,14.0,93.0,40.2,67.0,0,1,1.73,25.05930702662969
8530,56,155.0,60.0,3.0,84.0,38.7,13.0,1,0,1.55,24.97398543184183
8531,35,173.0,68.0,29.0,108.0,40.4,184.0,1,0,1.73,22.720438370810918
8532,43,173.0,74.0,12.0,89.0,39.9,47.0,0,1,1.73,24.725182932941294
8533,28,190.0,93.0,10.0,84.0,39.6,29.0,0,1,1.9,25.761772853185597
8534,35,189.0,97.0,10.0,102.0,40.2,60.0,0,1,1.89,27.154894879762605
8535,35,198.0,95.0,13.0,99.0,40.3,71.0,0,1,1.98,24.232221201918172
8536,76,211.0,116.0,25.0,110.0,40.8,240.0,0,1,2.11,26.05512005570405
8537,39,187.0,94.0,3.0,84.0,38.6,10.0,0,1,1.87,26.88095170007721
8538,29,182.0,81.0,18.0,99.0,40.7,88.0,0,1,1.82,24.453568409612362
8539,26,196.0,96.0,13.0,89.0,40.3,47.0,0,1,1.96,24.989587671803417
8540,22,191.0,91.0,28.0,120.0,40.9,223.0,0,1,1.91,24.94449165318933
8541,46,190.0,99.0,3.0,85.0,38.7,12.0,0,1,1.9,27.423822714681442
8542,34,188.0,83.0,14.0,93.0,40.2,60.0,0,1,1.88,23.48347668628339
8543,25,187.0,79.0,4.0,85.0,38.9,10.0,0,1,1.87,22.59143813091595
8544,32,165.0,63.0,21.0,104.0,40.5,125.0,1,0,1.65,23.140495867768596
8545,27,150.0,57.0,29.0,99.0,40.9,157.0,1,0,1.5,25.333333333333332
8546,22,183.0,85.0,10.0,89.0,39.9,31.0,0,1,1.83,25.381468541909282
8547,45,164.0,58.0,16.0,103.0,40.3,98.0,1,0,1.64,21.564544913741823
8548,21,186.0,88.0,20.0,110.0,40.3,127.0,0,1,1.86,25.4364666435426
8549,21,186.0,89.0,26.0,106.0,40.7,149.0,0,1,1.86,25.725517400855587
8550,24,159.0,62.0,24.0,109.0,40.7,152.0,1,0,1.59,24.524346347059055
8551,20,180.0,77.0,16.0,95.0,40.2,61.0,0,1,1.8,23.76543209876543
8552,59,173.0,68.0,29.0,111.0,41.0,206.0,1,0,1.73,22.720438370810918
8553,29,179.0,79.0,18.0,96.0,40.6,79.0,0,1,1.79,24.65590961580475
8554,32,189.0,93.0,8.0,84.0,39.3,24.0,0,1,1.89,26.035105400184765
8555,73,183.0,79.0,15.0,91.0,40.0,76.0,1,0,1.83,23.589835468362743
8556,47,179.0,78.0,8.0,86.0,39.4,33.0,1,0,1.79,24.343809494085704
8557,39,175.0,70.0,29.0,110.0,41.1,192.0,1,0,1.75,22.857142857142858
8558,71,185.0,92.0,29.0,113.0,40.6,269.0,0,1,1.85,26.880934989043094
8559,22,175.0,77.0,2.0,79.0,38.4,3.0,0,1,1.75,25.142857142857142
8560,47,187.0,87.0,16.0,103.0,40.2,104.0,0,1,1.87,24.879178701135288
8561,25,180.0,81.0,7.0,84.0,39.5,17.0,0,1,1.8,25.0
8562,65,161.0,68.0,29.0,102.0,40.8,198.0,0,1,1.61,26.23355580417422
8563,69,183.0,87.0,27.0,112.0,41.0,241.0,0,1,1.83,25.97867956642479
8564,30,179.0,85.0,28.0,110.0,40.6,188.0,0,1,1.79,26.528510346119035
8565,54,163.0,65.0,3.0,80.0,38.8,11.0,1,0,1.63,24.46460160337235
8566,67,156.0,55.0,28.0,115.0,40.8,220.0,1,0,1.56,22.600262984878366
8567,30,173.0,67.0,3.0,83.0,38.6,11.0,1,0,1.73,22.386314277122523
8568,69,188.0,89.0,6.0,88.0,39.4,32.0,0,1,1.88,25.18107741059303
8569,34,168.0,66.0,17.0,100.0,40.5,94.0,1,0,1.68,23.384353741496604
8570,47,161.0,67.0,25.0,103.0,40.5,151.0,1,0,1.61,25.847768218818715
8571,25,167.0,62.0,29.0,97.0,40.8,147.0,1,0,1.67,22.230987127541326
8572,49,170.0,70.0,13.0,95.0,40.3,65.0,0,1,1.7,24.221453287197235
8573,22,148.0,48.0,29.0,106.0,40.9,179.0,1,0,1.48,21.91380569758948
8574,36,153.0,57.0,28.0,113.0,41.0,198.0,1,0,1.53,24.34960912469563
8575,30,202.0,109.0,26.0,102.0,40.5,156.0,0,1,2.02,26.713067346338594
8576,20,157.0,57.0,6.0,82.0,39.1,21.0,1,0,1.57,23.124670372023203
8577,75,181.0,81.0,15.0,97.0,40.2,102.0,0,1,1.81,24.724520008546747
8578,34,187.0,91.0,26.0,110.0,40.9,183.0,0,1,1.87,26.023048986244955
8579,37,178.0,88.0,7.0,86.0,39.2,24.0,0,1,1.78,27.77427092538821
8580,29,164.0,58.0,21.0,94.0,40.8,103.0,1,0,1.64,21.564544913741823
8581,63,142.0,49.0,25.0,92.0,41.0,135.0,1,0,1.42,24.300733981352906
8582,21,173.0,68.0,29.0,112.0,40.7,189.0,1,0,1.73,22.720438370810918
8583,23,163.0,65.0,22.0,103.0,40.5,124.0,1,0,1.63,24.46460160337235
8584,42,169.0,68.0,16.0,97.0,40.6,85.0,1,0,1.69,23.80869017191275
8585,52,182.0,77.0,4.0,86.0,38.8,17.0,1,0,1.82,23.24598478444632
8586,27,193.0,92.0,21.0,97.0,40.6,100.0,0,1,1.93,24.69864962817794
8587,21,183.0,88.0,7.0,94.0,39.4,27.0,0,1,1.83,26.27728507868255
8588,33,151.0,50.0,15.0,95.0,40.0,78.0,1,0,1.51,21.928862769176792
8589,56,189.0,98.0,6.0,83.0,39.2,25.0,0,1,1.89,27.434842249657066
8590,21,197.0,101.0,30.0,108.0,41.0,189.0,0,1,1.97,26.02489113349996
8591,54,170.0,72.0,4.0,88.0,38.5,17.0,0,1,1.7,24.913494809688583
8592,31,157.0,61.0,26.0,115.0,40.7,185.0,1,0,1.57,24.747454257779218
8593,54,167.0,71.0,9.0,96.0,39.4,48.0,1,0,1.67,25.458065904119906
8594,61,188.0,86.0,25.0,107.0,40.4,194.0,0,1,1.88,24.332277048438208
8595,48,179.0,78.0,10.0,85.0,40.1,36.0,0,1,1.79,24.343809494085704
8596,40,158.0,55.0,16.0,84.0,40.1,65.0,1,0,1.58,22.031725684986377
8597,44,190.0,96.0,21.0,99.0,40.6,125.0,0,1,1.9,26.59279778393352
8598,35,167.0,68.0,12.0,95.0,39.8,52.0,0,1,1.67,24.38237297859371
8599,77,153.0,54.0,12.0,88.0,40.0,62.0,1,0,1.53,23.06805074971165
8600,61,187.0,96.0,17.0,90.0,40.3,92.0,0,1,1.87,27.45288684263204
8601,30,159.0,58.0,10.0,87.0,39.9,42.0,1,0,1.59,22.942130453700404
8602,44,169.0,62.0,22.0,103.0,40.5,133.0,1,0,1.69,21.707923392038097
8603,29,138.0,45.0,13.0,101.0,40.1,76.0,1,0,1.38,23.629489603024577
8604,24,169.0,68.0,21.0,103.0,40.3,118.0,1,0,1.69,23.80869017191275
8605,25,190.0,95.0,3.0,85.0,38.4,9.0,0,1,1.9,26.315789473684212
8606,30,159.0,56.0,15.0,105.0,40.5,92.0,1,0,1.59,22.151022507021082
8607,78,195.0,104.0,18.0,96.0,40.7,132.0,0,1,1.95,27.350427350427353
8608,21,177.0,76.0,20.0,106.0,40.6,116.0,1,0,1.77,24.258674071946118
8609,74,185.0,83.0,17.0,100.0,40.2,124.0,0,1,1.85,24.251278305332356
8610,55,176.0,71.0,27.0,106.0,40.8,174.0,1,0,1.76,22.920971074380166
8611,72,193.0,103.0,13.0,87.0,39.9,73.0,0,1,1.93,27.65174904024269
8612,47,171.0,67.0,10.0,96.0,40.1,53.0,1,0,1.71,22.91303307000445
8613,28,207.0,103.0,10.0,96.0,40.1,49.0,0,1,2.07,24.03790053443488
8614,21,155.0,58.0,25.0,105.0,40.7,148.0,1,0,1.55,24.141519250780433
8615,55,160.0,64.0,30.0,105.0,40.8,193.0,1,0,1.6,24.999999999999996
8616,20,180.0,74.0,13.0,94.0,40.1,59.0,1,0,1.8,22.839506172839506
8617,46,193.0,92.0,9.0,87.0,40.2,37.0,0,1,1.93,24.69864962817794
8618,27,184.0,84.0,21.0,99.0,40.6,102.0,0,1,1.84,24.8109640831758
8619,25,197.0,93.0,25.0,97.0,40.9,117.0,0,1,1.97,23.963513617975213
8620,51,177.0,74.0,11.0,94.0,40.0,56.0,0,1,1.77,23.620287912158062
8621,40,180.0,82.0,14.0,88.0,40.1,53.0,0,1,1.8,25.30864197530864
8622,24,166.0,68.0,18.0,92.0,40.4,80.0,1,0,1.66,24.677021338365513
8623,20,170.0,69.0,6.0,87.0,39.2,23.0,1,0,1.7,23.87543252595156
8624,40,162.0,60.0,27.0,109.0,40.4,180.0,1,0,1.62,22.86236854138088
8625,28,187.0,95.0,27.0,102.0,40.8,152.0,0,1,1.87,27.166919271354622
8626,43,149.0,56.0,21.0,103.0,40.5,129.0,1,0,1.49,25.224089004999776
8627,52,171.0,69.0,10.0,96.0,40.0,54.0,1,0,1.71,23.59700420642249
8628,38,178.0,81.0,26.0,110.0,40.6,182.0,0,1,1.78,25.5649539199596
8629,26,185.0,85.0,15.0,93.0,40.2,59.0,0,1,1.85,24.835646457268076
8630,59,189.0,96.0,2.0,84.0,38.5,9.0,0,1,1.89,26.874947509868147
8631,31,204.0,101.0,8.0,95.0,39.6,39.0,0,1,2.04,24.269511726259132
8632,76,185.0,94.0,15.0,85.0,40.1,80.0,0,1,1.85,27.465303140978815
8633,56,171.0,69.0,25.0,107.0,40.7,165.0,1,0,1.71,23.59700420642249
8634,26,167.0,63.0,24.0,99.0,40.9,127.0,1,0,1.67,22.589551436050055
8635,21,167.0,67.0,23.0,111.0,40.7,148.0,1,0,1.67,24.023808670084982
8636,64,182.0,83.0,25.0,105.0,40.9,158.0,1,0,1.82,25.057360222195385
8637,59,187.0,90.0,1.0,81.0,37.4,4.0,0,1,1.87,25.737081414967538
8638,30,171.0,72.0,18.0,101.0,40.5,91.0,0,1,1.71,24.622960911049557
8639,30,148.0,53.0,18.0,89.0,40.5,80.0,1,0,1.48,24.196493791088386
8640,69,191.0,88.0,6.0,82.0,38.8,23.0,1,0,1.91,24.12214577451276
8641,21,183.0,73.0,27.0,103.0,40.8,149.0,1,0,1.83,21.798202394816204
8642,34,164.0,74.0,6.0,85.0,39.3,17.0,0,1,1.64,27.513384889946465
8643,78,203.0,110.0,24.0,110.0,40.8,229.0,0,1,2.03,26.69319808779636
8644,74,178.0,71.0,20.0,101.0,40.5,125.0,1,0,1.78,22.408786769347305
8645,53,172.0,70.0,25.0,102.0,40.6,150.0,1,0,1.72,23.661438615467823
8646,44,179.0,82.0,6.0,87.0,39.3,23.0,0,1,1.79,25.592209980961893
8647,67,175.0,72.0,13.0,95.0,40.3,71.0,1,0,1.75,23.510204081632654
8648,27,202.0,104.0,17.0,92.0,40.3,72.0,0,1,2.02,25.487697284579944
8649,41,166.0,66.0,22.0,93.0,40.9,107.0,1,0,1.66,23.95122659311947
8650,35,147.0,47.0,15.0,90.0,40.3,71.0,1,0,1.47,21.75019667731038
8651,35,171.0,81.0,18.0,96.0,40.4,85.0,0,1,1.71,27.70083102493075
8652,57,170.0,75.0,28.0,113.0,40.7,201.0,1,0,1.7,25.95155709342561
8653,66,192.0,90.0,2.0,79.0,37.9,8.0,0,1,1.92,24.4140625
8654,28,146.0,50.0,25.0,97.0,41.0,133.0,1,0,1.46,23.45655845374367
8655,79,164.0,66.0,17.0,99.0,40.3,105.0,1,0,1.64,24.538964901844146
8656,68,150.0,56.0,19.0,107.0,40.4,133.0,1,0,1.5,24.88888888888889
8657,29,184.0,79.0,23.0,90.0,40.6,96.0,1,0,1.84,23.334120982986768
8658,48,187.0,96.0,8.0,80.0,39.6,26.0,0,1,1.87,27.45288684263204
8659,62,161.0,65.0,11.0,88.0,39.5,52.0,1,0,1.61,25.076193048107708
8660,23,159.0,54.0,6.0,86.0,39.5,24.0,1,0,1.59,21.359914560341757
8661,26,190.0,87.0,23.0,100.0,40.7,116.0,0,1,1.9,24.099722991689752
8662,43,144.0,49.0,12.0,83.0,39.9,49.0,1,0,1.44,23.630401234567902
8663,27,189.0,82.0,27.0,109.0,40.6,171.0,0,1,1.89,22.955684331345708
8664,45,184.0,81.0,13.0,95.0,40.0,65.0,1,0,1.84,23.92485822306238
8665,39,200.0,105.0,18.0,99.0,40.5,106.0,0,1,2.0,26.25
8666,43,192.0,94.0,14.0,87.0,40.5,57.0,0,1,1.92,25.499131944444446
8667,29,170.0,71.0,13.0,91.0,40.3,45.0,0,1,1.7,24.56747404844291
8668,26,188.0,82.0,28.0,112.0,40.7,189.0,0,1,1.88,23.20054323223178
8669,79,189.0,92.0,17.0,104.0,40.2,141.0,0,1,1.89,25.755158030290307
8670,61,187.0,87.0,23.0,98.0,40.8,148.0,0,1,1.87,24.879178701135288
8671,20,182.0,81.0,1.0,75.0,37.5,1.0,0,1,1.82,24.453568409612362
8672,41,178.0,87.0,15.0,83.0,40.3,48.0,0,1,1.78,27.458654210326976
8673,38,173.0,77.0,9.0,94.0,39.6,41.0,0,1,1.73,25.727555214006482
8674,30,178.0,75.0,1.0,77.0,38.2,2.0,0,1,1.78,23.671253629592222
8675,66,167.0,64.0,14.0,95.0,39.8,78.0,1,0,1.67,22.948115744558788
8676,37,194.0,99.0,12.0,87.0,40.0,46.0,0,1,1.94,26.304601976830696
8677,65,183.0,89.0,23.0,103.0,40.7,171.0,0,1,1.83,26.575890590940304
8678,25,179.0,81.0,19.0,104.0,40.0,104.0,0,1,1.79,25.280109859242845
8679,55,167.0,64.0,21.0,98.0,40.6,120.0,1,0,1.67,22.948115744558788
8680,20,146.0,46.0,14.0,91.0,40.5,64.0,1,0,1.46,21.580033777444175
8681,72,204.0,112.0,24.0,107.0,40.6,213.0,0,1,2.04,26.91272587466359
8682,47,196.0,101.0,22.0,103.0,40.9,150.0,0,1,1.96,26.29112869637651
8683,38,185.0,85.0,29.0,110.0,40.8,205.0,0,1,1.85,24.835646457268076
8684,56,174.0,76.0,11.0,90.0,39.7,52.0,1,0,1.74,25.102391333069097
8685,41,149.0,47.0,9.0,93.0,39.7,46.0,1,0,1.49,21.170217557767668
8686,39,158.0,56.0,24.0,109.0,40.7,161.0,1,0,1.58,22.432302515622492
8687,41,165.0,69.0,25.0,108.0,41.2,165.0,0,1,1.65,25.344352617079892
8688,70,161.0,63.0,13.0,85.0,39.9,60.0,1,0,1.61,24.3046178773967
8689,58,154.0,58.0,2.0,89.0,38.0,10.0,1,0,1.54,24.456063417102378
8690,21,207.0,102.0,7.0,84.0,39.3,19.0,0,1,2.07,23.80452285934328
8691,52,180.0,76.0,14.0,97.0,40.4,78.0,0,1,1.8,23.456790123456788
8692,49,177.0,77.0,5.0,95.0,39.6,26.0,0,1,1.77,24.577867151840145
8693,36,181.0,87.0,19.0,105.0,40.4,119.0,0,1,1.81,26.555965935105768
8694,45,173.0,84.0,6.0,95.0,39.1,31.0,0,1,1.73,28.06642386982525
8695,59,183.0,79.0,9.0,82.0,40.0,35.0,1,0,1.83,23.589835468362743
8696,28,171.0,72.0,13.0,92.0,40.1,58.0,1,0,1.71,24.622960911049557
8697,36,180.0,83.0,21.0,107.0,40.5,136.0,0,1,1.8,25.61728395061728
8698,41,173.0,71.0,16.0,85.0,40.2,51.0,0,1,1.73,23.722810651876106
8699,59,181.0,86.0,14.0,94.0,39.9,80.0,0,1,1.81,26.25072494734593
8700,63,174.0,73.0,9.0,88.0,39.5,42.0,1,0,1.74,24.111507464658473
8701,67,156.0,54.0,5.0,89.0,39.1,25.0,1,0,1.56,22.189349112426033
8702,57,165.0,60.0,19.0,91.0,40.2,96.0,1,0,1.65,22.03856749311295
8703,39,167.0,69.0,8.0,79.0,39.8,17.0,0,1,1.67,24.740937287102444
8704,21,163.0,62.0,14.0,91.0,39.9,61.0,1,0,1.63,23.335466144755166
8705,43,189.0,89.0,15.0,94.0,40.4,75.0,0,1,1.89,24.915315920606925
8706,69,184.0,88.0,15.0,99.0,39.9,105.0,0,1,1.84,25.99243856332703
8707,21,162.0,60.0,16.0,96.0,40.0,79.0,1,0,1.62,22.86236854138088
8708,41,177.0,74.0,3.0,77.0,38.5,9.0,1,0,1.77,23.620287912158062
8709,21,182.0,83.0,10.0,89.0,39.5,31.0,0,1,1.82,25.057360222195385
8710,70,171.0,69.0,8.0,87.0,39.3,38.0,1,0,1.71,23.59700420642249
8711,40,173.0,68.0,11.0,93.0,40.1,53.0,1,0,1.73,22.720438370810918
8712,54,181.0,82.0,30.0,110.0,40.7,234.0,0,1,1.81,25.029760996306585
8713,44,183.0,84.0,3.0,84.0,38.4,10.0,0,1,1.83,25.082863029651524
8714,32,173.0,69.0,7.0,88.0,39.4,29.0,1,0,1.73,23.054562464499313
8715,42,159.0,69.0,5.0,88.0,39.2,18.0,0,1,1.59,27.29322416043669
8716,41,195.0,101.0,14.0,94.0,40.3,72.0,0,1,1.95,26.56147271531887
8717,30,168.0,69.0,2.0,85.0,37.8,8.0,1,0,1.68,24.44727891156463
8718,37,190.0,95.0,29.0,116.0,40.6,237.0,0,1,1.9,26.315789473684212
8719,48,175.0,78.0,5.0,86.0,39.6,19.0,0,1,1.75,25.46938775510204
8720,23,200.0,101.0,27.0,106.0,41.0,165.0,0,1,2.0,25.25
8721,51,141.0,48.0,12.0,87.0,39.9,56.0,1,0,1.41,24.143654745737138
8722,41,176.0,74.0,25.0,105.0,41.0,156.0,0,1,1.76,23.889462809917354
8723,23,152.0,52.0,29.0,114.0,40.9,203.0,1,0,1.52,22.506925207756233
8724,57,160.0,57.0,2.0,90.0,38.0,10.0,1,0,1.6,22.265624999999996
8725,33,166.0,62.0,20.0,99.0,40.0,109.0,1,0,1.66,22.49963710262738
8726,35,167.0,67.0,13.0,93.0,40.2,62.0,1,0,1.67,24.023808670084982
8727,65,194.0,98.0,18.0,97.0,40.4,121.0,0,1,1.94,26.03889892655968
8728,32,168.0,72.0,29.0,102.0,40.8,154.0,0,1,1.68,25.510204081632658
8729,25,188.0,95.0,29.0,112.0,41.1,202.0,0,1,1.88,26.87867813490267
8730,38,172.0,76.0,25.0,109.0,40.4,169.0,0,1,1.72,25.689561925365066
8731,37,147.0,54.0,13.0,105.0,40.2,81.0,1,0,1.47,24.989587671803417
8732,22,173.0,70.0,15.0,96.0,40.2,72.0,1,0,1.73,23.38868655818771
8733,33,153.0,60.0,8.0,84.0,39.4,31.0,1,0,1.53,25.63116749967961
8734,25,174.0,73.0,15.0,105.0,40.2,82.0,0,1,1.74,24.111507464658473
8735,72,158.0,59.0,2.0,71.0,38.6,6.0,1,0,1.58,23.634033007530842
8736,26,198.0,100.0,26.0,106.0,40.9,162.0,0,1,1.98,25.507601265177023
8737,25,161.0,63.0,22.0,101.0,40.6,121.0,1,0,1.61,24.3046178773967
8738,51,182.0,89.0,24.0,108.0,40.9,180.0,0,1,1.82,26.86873565994445
8739,32,156.0,59.0,12.0,93.0,40.1,58.0,1,0,1.56,24.243918474687703
8740,21,174.0,67.0,5.0,89.0,39.2,20.0,1,0,1.74,22.12973972783723
8741,32,194.0,94.0,24.0,98.0,40.8,124.0,0,1,1.94,24.97608672547561
8742,48,197.0,95.0,27.0,104.0,40.6,186.0,0,1,1.97,24.478857996856398
8743,40,181.0,85.0,30.0,107.0,40.7,202.0,0,1,1.81,25.94548395958609
8744,24,173.0,75.0,13.0,97.0,40.2,55.0,0,1,1.73,25.05930702662969
8745,42,191.0,87.0,15.0,86.0,40.2,56.0,0,1,1.91,23.84803048162057
8746,65,176.0,85.0,8.0,100.0,39.8,55.0,0,1,1.76,27.44059917355372
